"mzn","version","dzn","solver","timeout","n","mode","learning","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"toy.mzn","Spread","toy_29_31.dzn","Chuffed",1200000,29,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_33_37.dzn","Chuffed",1200000,33,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_32_33.dzn","Chuffed",1200000,32,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_12_12.dzn","Chuffed",1200000,12,"Dcmp","True","271216","False","1199932","1974234","620","128612048","21","136","1974234","147272","619","False"
"toy.mzn","Spread","toy_20_24.dzn","Chuffed",1200000,20,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_37_40.dzn","Chuffed",1200000,37,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_35_38.dzn","Chuffed",1200000,35,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_36_38.dzn","Chuffed",1200000,36,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_25_26.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","False","680","1","0","112137","517","0","1","0","0","True"
"toy.mzn","Spread","toy_25_27.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_3_7.dzn","Chuffed",1200000,3,"Dcmp","True","0","True","80","41","10","1767","12","8","41","3","10","False"
"toy.mzn","Gini","toy_16_16.dzn","Chuffed",1200000,16,"Dcmp","True","2206","False","1200018","447702","131","1514992497","232","117","447702","43579","130","False"
"toy.mzn","Spread","toy_13_15.dzn","Chuffed",1200000,13,"Dcmp","True","840267","False","1199932","1047677","664","62554999","22","386","1047677","147593","663","False"
"toy.mzn","Spread","toy_36_38.dzn","Chuffed",1200000,36,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_29_30.dzn","Chuffed",1200000,29,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_25_25.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_31_33.dzn","Chuffed",1200000,31,"Dcmp","True","TIMEOUT/ERROR","False","1201180","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","0","False"
"toy.mzn","Gini","toy_27_27.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","False","1200900","8271","1","850910734","787","96","8271","8668","0","False"
"toy.mzn","Gini","toy_29_31.dzn","Chuffed",1200000,29,"Dcmp","True","TIMEOUT/ERROR","False","80","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_27_29.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_24_25.dzn","Chuffed",1200000,24,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_28_30.dzn","Chuffed",1200000,28,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_31_34.dzn","Chuffed",1200000,31,"Dcmp","True","TIMEOUT/ERROR","False","1201170","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","0","False"
"toy.mzn","Gini","toy_28_32.dzn","Chuffed",1200000,28,"Dcmp","True","TIMEOUT/ERROR","False","1200840","15563","1","676881390","943","106","15563","7470","0","False"
"toy.mzn","Gini","toy_3_5.dzn","Chuffed",1200000,3,"Dcmp","True","333","True","80","12","8","795","10","5","12","1","8","False"
"toy.mzn","Gini","toy_32_34.dzn","Chuffed",1200000,32,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_19_22.dzn","Chuffed",1200000,19,"Dcmp","True","3448","False","1200254","728521","227","712734828","430","523","728521","93093","226","False"
"toy.mzn","Gini","toy_28_31.dzn","Chuffed",1200000,28,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_19_23.dzn","Chuffed",1200000,19,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_19_19.dzn","Chuffed",1200000,19,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_9_10.dzn","Chuffed",1200000,9,"Dcmp","True","28720","True","425950","812840","1841","44849939","18","85","812840","75098","1840","False"
"toy.mzn","Gini","toy_25_25.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","False","1200730","15874","1","1241878781","610","62","15874","2126","0","False"
"toy.mzn","Spread","toy_14_18.dzn","Chuffed",1200000,14,"Dcmp","True","595563","False","1199951","318638","3587","26517857","23","76","318638","34583","3586","False"
"toy.mzn","Spread","toy_37_37.dzn","Chuffed",1200000,37,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_11_15.dzn","Chuffed",1200000,11,"Dcmp","True","2833","False","1199961","2111965","293","628055998","127","60","2111965","212925","292","False"
"toy.mzn","Gini","toy_2_3.dzn","Chuffed",1200000,2,"Dcmp","True","0","True","80","1","2","110","10","3","1","0","2","False"
"toy.mzn","Gini","toy_27_28.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","False","71280","214","0","65030501","703","14","214","314","0","True"
"toy.mzn","Spread","toy_34_35.dzn","Chuffed",1200000,34,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_37_41.dzn","Chuffed",1200000,37,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_40_44.dzn","Chuffed",1200000,40,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_20_22.dzn","Chuffed",1200000,20,"Dcmp","True","3466","False","1200307","603868","307","925526378","478","1066","603868","66430","306","False"
"toy.mzn","Spread","toy_11_11.dzn","Chuffed",1200000,11,"Dcmp","True","230269","False","1199937","1038415","2968","62952010","20","69","1038415","98059","2967","False"
"toy.mzn","Spread","toy_12_13.dzn","Chuffed",1200000,12,"Dcmp","True","304185","False","1199943","748108","3763","50351656","21","71","748108","79892","3762","False"
"toy.mzn","Spread","toy_13_14.dzn","Chuffed",1200000,13,"Dcmp","True","345300","False","1199933","1781889","753","108791871","22","92","1781889","148774","752","False"
"toy.mzn","Spread","toy_28_29.dzn","Chuffed",1200000,28,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_2_5.dzn","Chuffed",1200000,2,"Dcmp","True","714","True","80","2","2","69","7","2","2","0","2","False"
"toy.mzn","Spread","toy_27_30.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_6_6.dzn","Chuffed",1200000,6,"Dcmp","True","632","True","930","15703","131","2215420","40","39","15703","3950","130","False"
"toy.mzn","Gini","toy_11_14.dzn","Chuffed",1200000,11,"Dcmp","True","1515","False","1199955","2877385","310","1223720723","124","60","2877385","182269","309","False"
"toy.mzn","Spread","toy_5_5.dzn","Chuffed",1200000,5,"Dcmp","True","3296","True","120","532","25","29888","14","17","532","424","25","False"
"toy.mzn","Gini","toy_40_41.dzn","Chuffed",1200000,40,"Dcmp","True","TIMEOUT/ERROR","False","110","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_20_20.dzn","Chuffed",1200000,20,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_8_8.dzn","Chuffed",1200000,8,"Dcmp","True","9818","True","959800","3884678","282","175440509","17","93","3884678","301585","281","False"
"toy.mzn","Spread","toy_21_23.dzn","Chuffed",1200000,21,"Dcmp","True","TIMEOUT/ERROR","False","1200510","65020","1","5742561","30","85","65020","3659","0","False"
"toy.mzn","Gini","toy_23_23.dzn","Chuffed",1200000,23,"Dcmp","True","TIMEOUT/ERROR","False","1200620","69346","1","1766192775","523","155","69346","16541","0","False"
"toy.mzn","Spread","toy_21_24.dzn","Chuffed",1200000,21,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_39_43.dzn","Chuffed",1200000,39,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_20_20.dzn","Chuffed",1200000,20,"Dcmp","True","3986","False","1200211","1046914","354","2025648543","349","261","1046914","132031","353","False"
"toy.mzn","Gini","toy_10_10.dzn","Chuffed",1200000,10,"Dcmp","True","1183","False","1199948","3236786","185","1534748729","106","175","3236786","214413","184","False"
"toy.mzn","Gini","toy_11_13.dzn","Chuffed",1200000,11,"Dcmp","True","2476","False","1199949","2850444","464","2200756337","103","81","2850444","155458","463","False"
"toy.mzn","Gini","toy_10_11.dzn","Chuffed",1200000,10,"Dcmp","True","1340","False","1199942","3131984","396","1190910308","79","50","3131984","169438","395","False"
"toy.mzn","Gini","toy_18_19.dzn","Chuffed",1200000,18,"Dcmp","True","2588","False","1200032","1307229","149","599313675","223","111","1307229","171282","148","False"
"toy.mzn","Gini","toy_22_23.dzn","Chuffed",1200000,22,"Dcmp","True","TIMEOUT/ERROR","False","1200570","474153","1","1639401454","496","380","474153","153319","0","False"
"toy.mzn","Gini","toy_40_43.dzn","Chuffed",1200000,40,"Dcmp","True","TIMEOUT/ERROR","False","110","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_40_40.dzn","Chuffed",1200000,40,"Dcmp","True","TIMEOUT/ERROR","False","110","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_15_16.dzn","Chuffed",1200000,15,"Dcmp","True","1796","False","1199998","1682107","180","1561706648","214","102","1682107","122099","179","False"
"toy.mzn","Gini","toy_27_30.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","False","1200760","9451","1","868880118","772","55","9451","4085","0","False"
"toy.mzn","Spread","toy_40_43.dzn","Chuffed",1200000,40,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_29_30.dzn","Chuffed",1200000,29,"Dcmp","True","TIMEOUT/ERROR","False","1200930","2328","0","703380884","907","37","2328","1693","0","False"
"toy.mzn","Gini","toy_10_12.dzn","Chuffed",1200000,10,"Dcmp","True","723","False","1199957","2528162","921","1592326672","124","65","2528162","173013","920","False"
"toy.mzn","Spread","toy_19_22.dzn","Chuffed",1200000,19,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_24_25.dzn","Chuffed",1200000,24,"Dcmp","True","TIMEOUT/ERROR","False","1200670","69478","1","1251673577","538","88","69478","9181","0","False"
"toy.mzn","Gini","toy_12_16.dzn","Chuffed",1200000,12,"Dcmp","True","2974","False","1199958","2060571","726","658156727","133","88","2060571","152930","725","False"
"toy.mzn","Spread","toy_13_17.dzn","Chuffed",1200000,13,"Dcmp","True","570063","False","1199936","2306903","2591","115350062","22","769","2306903","346282","2590","False"
"toy.mzn","Spread","toy_36_40.dzn","Chuffed",1200000,36,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_24_26.dzn","Chuffed",1200000,24,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_30_30.dzn","Chuffed",1200000,30,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_39_42.dzn","Chuffed",1200000,39,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_29_33.dzn","Chuffed",1200000,29,"Dcmp","True","TIMEOUT/ERROR","False","1200850","3724","1","1003869124","862","96","3724","1364","0","False"
"toy.mzn","Gini","toy_17_19.dzn","Chuffed",1200000,17,"Dcmp","True","2614","False","1200016","892650","149","1484438860","202","130","892650","65466","148","False"
"toy.mzn","Spread","toy_39_40.dzn","Chuffed",1200000,39,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_33_35.dzn","Chuffed",1200000,33,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_27_31.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_39_39.dzn","Chuffed",1200000,39,"Dcmp","True","TIMEOUT/ERROR","False","110","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_39_42.dzn","Chuffed",1200000,39,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_9_13.dzn","Chuffed",1200000,9,"Dcmp","True","59306","True","437550","661565","492","42479124","18","42","661565","43379","491","False"
"toy.mzn","Spread","toy_15_18.dzn","Chuffed",1200000,15,"Dcmp","True","826742","False","1199936","374865","4762","31580173","24","331","374865","46617","4761","False"
"toy.mzn","Gini","toy_15_17.dzn","Chuffed",1200000,15,"Dcmp","True","2002","False","1200058","980527","99","1670460366","262","125","980527","106416","98","False"
"toy.mzn","Gini","toy_21_24.dzn","Chuffed",1200000,21,"Dcmp","True","TIMEOUT/ERROR","False","1200530","948357","1","1814348651","442","368","948357","371263","0","False"
"toy.mzn","Gini","toy_36_40.dzn","Chuffed",1200000,36,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_20_21.dzn","Chuffed",1200000,20,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_24_28.dzn","Chuffed",1200000,24,"Dcmp","True","TIMEOUT/ERROR","False","1530","2605","1","161263","33","48","2605","2866","0","True"
"toy.mzn","Spread","toy_8_11.dzn","Chuffed",1200000,8,"Dcmp","True","11235","True","7710","27187","1592","2026204","17","40","27187","3052","1591","False"
"toy.mzn","Gini","toy_25_27.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","False","1200780","46949","1","873674628","760","261","46949","14477","0","False"
"toy.mzn","Spread","toy_34_36.dzn","Chuffed",1200000,34,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_4_6.dzn","Chuffed",1200000,4,"Dcmp","True","852","True","140","501","132","60163","16","12","501","460","132","False"
"toy.mzn","Gini","toy_8_11.dzn","Chuffed",1200000,8,"Dcmp","True","759","True","400260","1566810","506","521584373","70","53","1566810","99350","505","False"
"toy.mzn","Spread","toy_13_16.dzn","Chuffed",1200000,13,"Dcmp","True","370639","False","1199935","759218","1560","55105338","22","219","759218","58150","1559","False"
"toy.mzn","Gini","toy_7_9.dzn","Chuffed",1200000,7,"Dcmp","True","451","True","6680","63486","279","17150935","58","50","63486","8374","278","False"
"toy.mzn","Gini","toy_14_16.dzn","Chuffed",1200000,14,"Dcmp","True","1817","False","1199984","2032631","304","1631950786","187","96","2032631","187477","303","False"
"toy.mzn","Gini","toy_9_10.dzn","Chuffed",1200000,9,"Dcmp","True","1043","False","1199942","3188883","636","1261897845","85","52","3188883","208728","635","False"
"toy.mzn","Spread","toy_23_25.dzn","Chuffed",1200000,23,"Dcmp","True","TIMEOUT/ERROR","False","3010","3229","1","266897","32","16","3229","4564","0","True"
"toy.mzn","Gini","toy_27_29.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","False","840","2","0","120160","661","1","2","0","0","True"
"toy.mzn","Spread","toy_8_10.dzn","Chuffed",1200000,8,"Dcmp","True","10368","True","161550","729298","1101","31159750","17","58","729298","73172","1100","False"
"toy.mzn","Gini","toy_37_37.dzn","Chuffed",1200000,37,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_34_38.dzn","Chuffed",1200000,34,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
