"mzn","version","dzn","solver","timeout","n","mode","learning","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"toy.mzn","Gini","toy_13_13.dzn","Chuffed",1200000,13,"Dcmp","True","2175","False","1199961","2200295","169","2039792303","133","486","2200295","232192","168","False"
"toy.mzn","Gini","toy_37_41.dzn","Chuffed",1200000,37,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_28_28.dzn","Chuffed",1200000,28,"Dcmp","True","TIMEOUT/ERROR","False","110","3","0","170","37","2","3","0","0","True"
"toy.mzn","Spread","toy_32_34.dzn","Chuffed",1200000,32,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_16_17.dzn","Chuffed",1200000,16,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_2_4.dzn","Chuffed",1200000,2,"Dcmp","True","0","True","80","1","2","110","10","3","1","0","2","False"
"toy.mzn","Gini","toy_38_41.dzn","Chuffed",1200000,38,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_6_7.dzn","Chuffed",1200000,6,"Dcmp","True","1412","True","1580","18510","131","3702365","43","24","18510","4920","130","False"
"toy.mzn","Spread","toy_35_35.dzn","Chuffed",1200000,35,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_11_11.dzn","Chuffed",1200000,11,"Dcmp","True","1925","False","1199947","4475751","287","1745131134","91","55","4475751","291894","286","False"
"toy.mzn","Spread","toy_2_3.dzn","Chuffed",1200000,2,"Dcmp","True","0","True","140","2","2","98","11","3","2","0","2","False"
"toy.mzn","Gini","toy_25_28.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","False","1200790","27467","1","1214976748","655","92","27467","4754","0","False"
"toy.mzn","Gini","toy_3_3.dzn","Chuffed",1200000,3,"Dcmp","True","0","True","80","19","13","3284","16","8","19","12","13","False"
"toy.mzn","Spread","toy_10_12.dzn","Chuffed",1200000,10,"Dcmp","True","39836","False","1199936","1037886","2032","58637434","19","10668","1037886","143076","2031","False"
"toy.mzn","Gini","toy_35_37.dzn","Chuffed",1200000,35,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_23_26.dzn","Chuffed",1200000,23,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_29_33.dzn","Chuffed",1200000,29,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_14_17.dzn","Chuffed",1200000,14,"Dcmp","True","751645","False","1199940","619316","2977","37690245","23","1020","619316","110612","2976","False"
"toy.mzn","Spread","toy_6_10.dzn","Chuffed",1200000,6,"Dcmp","True","4500","True","7260","189343","542","4899672","15","85","189343","11514","541","False"
"toy.mzn","Gini","toy_5_6.dzn","Chuffed",1200000,5,"Dcmp","True","761","True","350","3269","234","360691","25","23","3269","2998","233","False"
"toy.mzn","Gini","toy_19_19.dzn","Chuffed",1200000,19,"Dcmp","True","3970","False","1200067","242909","21","732252763","262","143","242909","21526","20","False"
"toy.mzn","Spread","toy_6_9.dzn","Chuffed",1200000,6,"Dcmp","True","1413","True","1430","13617","548","769193","15","84","13617","1611","547","False"
"toy.mzn","Spread","toy_15_19.dzn","Chuffed",1200000,15,"Dcmp","True","612202","False","1199935","302313","2330","21843265","24","179","302313","23791","2329","False"
"toy.mzn","Gini","toy_14_17.dzn","Chuffed",1200000,14,"Dcmp","True","1771","False","1200026","2438079","134","1146243209","226","5495","2438079","173255","133","False"
"toy.mzn","Gini","toy_22_25.dzn","Chuffed",1200000,22,"Dcmp","True","TIMEOUT/ERROR","False","1200640","397063","1","1200183589","520","244","397063","156329","0","False"
"toy.mzn","Spread","toy_35_37.dzn","Chuffed",1200000,35,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_5_8.dzn","Chuffed",1200000,5,"Dcmp","True","1216","True","170","1615","89","93544","14","20","1615","455","89","False"
"toy.mzn","Gini","toy_40_42.dzn","Chuffed",1200000,40,"Dcmp","True","TIMEOUT/ERROR","False","110","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_13_15.dzn","Chuffed",1200000,13,"Dcmp","True","1949","False","1199989","835554","263","2041687223","172","137","835554","71325","262","False"
"toy.mzn","Spread","toy_10_11.dzn","Chuffed",1200000,10,"Dcmp","True","99645","False","1199933","963532","3183","54029013","19","59","963532","117015","3182","False"
"toy.mzn","Gini","toy_21_22.dzn","Chuffed",1200000,21,"Dcmp","True","4686","False","1200323","829226","114","1126566211","481","684","829226","77567","113","False"
"toy.mzn","Gini","toy_14_18.dzn","Chuffed",1200000,14,"Dcmp","True","2896","False","1199966","1876185","269","906671273","136","95","1876185","148103","268","False"
"toy.mzn","Spread","toy_12_15.dzn","Chuffed",1200000,12,"Dcmp","True","377807","False","1199935","497116","1583","29170550","21","283","497116","82348","1582","False"
"toy.mzn","Gini","toy_38_38.dzn","Chuffed",1200000,38,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_31_33.dzn","Chuffed",1200000,31,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_21_21.dzn","Chuffed",1200000,21,"Dcmp","True","TIMEOUT/ERROR","False","19070","8035","1","611900","30","63","8035","7041","0","True"
"toy.mzn","Gini","toy_39_41.dzn","Chuffed",1200000,39,"Dcmp","True","TIMEOUT/ERROR","False","110","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_27_27.dzn","Chuffed",1200000,27,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_38_40.dzn","Chuffed",1200000,38,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_11_12.dzn","Chuffed",1200000,11,"Dcmp","True","113251","False","1199937","810338","1022","38311483","20","128","810338","82971","1021","False"
"toy.mzn","Spread","toy_15_15.dzn","Chuffed",1200000,15,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_12_12.dzn","Chuffed",1200000,12,"Dcmp","True","2507","False","1199981","1633281","158","1835294062","178","96","1633281","145278","157","False"
"toy.mzn","Gini","toy_11_12.dzn","Chuffed",1200000,11,"Dcmp","True","2579","False","1199959","2232041","572","926929301","145","96","2232041","204686","571","False"
"toy.mzn","Spread","toy_31_31.dzn","Chuffed",1200000,31,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_10_10.dzn","Chuffed",1200000,10,"Dcmp","True","44836","False","1199935","883569","1822","48828778","19","74","883569","108089","1821","False"
"toy.mzn","Spread","toy_11_14.dzn","Chuffed",1200000,11,"Dcmp","True","164818","False","1199933","621694","548","29781044","20","76","621694","80110","547","False"
"toy.mzn","Spread","toy_20_23.dzn","Chuffed",1200000,20,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_32_32.dzn","Chuffed",1200000,32,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_33_37.dzn","Chuffed",1200000,33,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_21_21.dzn","Chuffed",1200000,21,"Dcmp","True","3572","False","1200299","929048","69","1224630149","487","202","929048","76748","68","False"
"toy.mzn","Spread","toy_4_6.dzn","Chuffed",1200000,4,"Dcmp","True","1250","True","120","161","100","20227","13","11","161","26","100","False"
"toy.mzn","Gini","toy_23_25.dzn","Chuffed",1200000,23,"Dcmp","True","TIMEOUT/ERROR","False","1200650","321637","1","931526112","520","164","321637","58432","0","False"
"toy.mzn","Spread","toy_25_29.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_22_23.dzn","Chuffed",1200000,22,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_33_34.dzn","Chuffed",1200000,33,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_7_7.dzn","Chuffed",1200000,7,"Dcmp","True","1476","True","19220","138040","339","31219746","52","36","138040","12490","338","False"
"toy.mzn","Gini","toy_28_28.dzn","Chuffed",1200000,28,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_12_13.dzn","Chuffed",1200000,12,"Dcmp","True","3285","False","1199954","1777343","369","917155810","118","66","1777343","131263","368","False"
"toy.mzn","Gini","toy_4_5.dzn","Chuffed",1200000,4,"Dcmp","True","887","True","90","20","20","2985","10","11","20","23","20","False"
"toy.mzn","Gini","toy_22_22.dzn","Chuffed",1200000,22,"Dcmp","True","TIMEOUT/ERROR","False","1200640","193127","1","1550576233","517","154","193127","50399","0","False"
"toy.mzn","Gini","toy_9_13.dzn","Chuffed",1200000,9,"Dcmp","True","2022","False","1199937","4839884","253","1242305288","67","69","4839884","402573","252","False"
"toy.mzn","Gini","toy_2_2.dzn","Chuffed",1200000,2,"Dcmp","True","0","True","70","0","1","73","10","6","0","0","1","False"
"toy.mzn","Gini","toy_10_13.dzn","Chuffed",1200000,10,"Dcmp","True","2240","False","1199946","2545646","468","1190659945","94","79","2545646","195942","467","False"
"toy.mzn","Spread","toy_31_35.dzn","Chuffed",1200000,31,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_28_32.dzn","Chuffed",1200000,28,"Dcmp","True","TIMEOUT/ERROR","False","1200580","45957","1","4722630","37","143","45957","3004","0","False"
"toy.mzn","Spread","toy_5_7.dzn","Chuffed",1200000,5,"Dcmp","True","40","True","640","16777","105","680087","14","38","16777","2952","104","False"
"toy.mzn","Spread","toy_21_22.dzn","Chuffed",1200000,21,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_22_25.dzn","Chuffed",1200000,22,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_18_21.dzn","Chuffed",1200000,18,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_4_7.dzn","Chuffed",1200000,4,"Dcmp","True","50","True","100","278","49","25238","13","13","278","159","49","False"
"toy.mzn","Spread","toy_18_22.dzn","Chuffed",1200000,18,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_34_37.dzn","Chuffed",1200000,34,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_34_36.dzn","Chuffed",1200000,34,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_9_12.dzn","Chuffed",1200000,9,"Dcmp","True","757","False","1199949","3224340","485","1831969116","97","59","3224340","158879","484","False"
"toy.mzn","Spread","toy_23_23.dzn","Chuffed",1200000,23,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_38_39.dzn","Chuffed",1200000,38,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_30_30.dzn","Chuffed",1200000,30,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_12_14.dzn","Chuffed",1200000,12,"Dcmp","True","1721","False","1199966","2493930","202","1946401372","151","76","2493930","175952","201","False"
"toy.mzn","Gini","toy_30_32.dzn","Chuffed",1200000,30,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Gini","toy_6_9.dzn","Chuffed",1200000,6,"Dcmp","True","528","True","1120","9960","290","2189137","40","33","9960","2528","289","False"
"toy.mzn","Gini","toy_18_21.dzn","Chuffed",1200000,18,"Dcmp","True","4277","False","1200157","293500","33","555515251","361","180","293500","43744","32","False"
"toy.mzn","Gini","toy_32_32.dzn","Chuffed",1200000,32,"Dcmp","True","TIMEOUT/ERROR","False","90","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_34_34.dzn","Chuffed",1200000,34,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_22_26.dzn","Chuffed",1200000,22,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Spread","toy_7_11.dzn","Chuffed",1200000,7,"Dcmp","True","7469","True","520","2860","376","279045","16","31","2860","754","375","False"
"toy.mzn","Gini","toy_37_39.dzn","Chuffed",1200000,37,"Dcmp","True","TIMEOUT/ERROR","False","100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_26_27.dzn","Chuffed",1200000,26,"Dcmp","True","TIMEOUT/ERROR","False","3210","2513","1","247724","35","21","2513","846","0","True"
"toy.mzn","Spread","toy_3_4.dzn","Chuffed",1200000,3,"Dcmp","True","0","True","80","13","2","540","12","7","13","11","2","False"
"toy.mzn","Spread","toy_25_28.dzn","Chuffed",1200000,25,"Dcmp","True","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"toy.mzn","Gini","toy_24_26.dzn","Chuffed",1200000,24,"Dcmp","True","TIMEOUT/ERROR","False","80","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","True"
"toy.mzn","Spread","toy_14_16.dzn","Chuffed",1200000,14,"Dcmp","True","407316","False","1199936","269070","2634","21682742","23","5310","269070","33737","2633","False"
"toy.mzn","Gini","toy_6_8.dzn","Chuffed",1200000,6,"Dcmp","True","816","True","2830","21621","323","4726914","46","62","21621","7822","322","False"
"toy.mzn","Gini","toy_9_13.dzn","Chuffed",1200000,9,"LB","True","2019","True","230","2900","343","49054","4","42","2900","2988","342","False"
"toy.mzn","Gini","toy_26_26.dzn","Chuffed",1200000,26,"Simp","True","1812","False","1199953","16176258","76","2350955136","4","1904","16176258","1139715202","75","False"
"toy.mzn","Gini","toy_27_31.dzn","Chuffed",1200000,27,"LB","True","4405","False","1199949","19086875","211","349289770","4","798","19086875","104132398","210","False"
"toy.mzn","Gini","toy_39_42.dzn","Chuffed",1200000,39,"LB","True","4336","False","1199946","41570079","83","217835468","4","582","41570079","4262167","82","False"
"toy.mzn","Spread","toy_2_5.dzn","Chuffed",1200000,2,"LB-TL","True","25","True","150","1","2","18","4","2","1","0","2","False"
"toy.mzn","Gini","toy_28_28.dzn","Chuffed",1200000,28,"LB","True","4206","False","1199955","27196620","90","315902950","4","1106","27196620","86578922","89","False"
"toy.mzn","Spread","toy_28_31.dzn","Chuffed",1200000,28,"LB-TL","True","12756923","False","1199941","66786538","2053","458212050","4","358","66786538","26905390","2052","False"
"toy.mzn","Spread","toy_40_40.dzn","Chuffed",1200000,40,"LB-TL","True","50875806","False","1199944","73200292","1664","403123250","4","612","73200292","5097539","1663","False"
"toy.mzn","Spread","toy_3_3.dzn","Chuffed",1200000,3,"Simp","True","0","True","150","171","9","1429","4","8","171","199","9","False"
"toy.mzn","Gini","toy_39_39.dzn","Chuffed",1200000,39,"LB-TL","True","4048","False","1199937","41513718","186","195186120","4","642","41513718","2005342","185","False"
"toy.mzn","Gini","toy_6_8.dzn","Chuffed",1200000,6,"Simp","True","816","True","763270","105272855","103","449812580","4","27","105272855","2095353","102","False"
"toy.mzn","Spread","toy_4_4.dzn","Chuffed",1200000,4,"LB-TL","True","4818","True","110","143","65","2760","4","11","143","42","65","False"
"toy.mzn","Spread","toy_32_33.dzn","Chuffed",1200000,32,"LB","True","28273620","False","1199956","76348190","525","972300001","4","308","76348190","172531803","524","False"
"toy.mzn","Spread","toy_14_14.dzn","Chuffed",1200000,14,"LB-TL","True","475285","False","1199932","118866924","419","792285298","4","133","118866924","43806201","418","False"
"toy.mzn","Gini","toy_6_7.dzn","Chuffed",1200000,6,"Simp","True","1412","True","120290","17976196","82","76470866","4","22","17976196","236257","81","False"
"toy.mzn","Spread","toy_17_20.dzn","Chuffed",1200000,17,"LB-TL","True","1848836","False","1199936","107644758","430","698953112","4","155","107644758","34843571","429","False"
"toy.mzn","Gini","toy_14_15.dzn","Chuffed",1200000,14,"LB","True","4026","False","1199931","120189651","464","711632669","4","150","120189651","73618520","463","False"
"toy.mzn","Gini","toy_11_12.dzn","Chuffed",1200000,11,"Simp","True","941","False","1199990","115601681","619","489434356","4","96","115601681","2918965","618","False"
"toy.mzn","Spread","toy_7_10.dzn","Chuffed",1200000,7,"LB-TL","True","7171","True","330","2728","671","99351","4","31","2728","7474","670","False"
"toy.mzn","Gini","toy_11_15.dzn","Chuffed",1200000,11,"LB","True","4120","False","1199930","131502674","327","761545853","4","103","131502674","69646175","326","False"
"toy.mzn","Spread","toy_33_37.dzn","Chuffed",1200000,33,"LB","True","31363713","False","2830","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","1876","False"
"toy.mzn","Gini","toy_18_22.dzn","Chuffed",1200000,18,"LB-TL","True","3398","False","1199939","91890175","193","545672237","4","233","91890175","60497795","192","False"
"toy.mzn","Gini","toy_8_9.dzn","Chuffed",1200000,8,"LB","True","551","True","1910","251554","353","1128255","4","41","251554","14769","352","False"
"toy.mzn","Gini","toy_18_18.dzn","Chuffed",1200000,18,"LB-TL","True","3229","False","1199934","TIMEOUT/ERROR","74","645721332","4","140","110878444","68393239","73","False"
"toy.mzn","Spread","toy_23_26.dzn","Chuffed",1200000,23,"LB","True","4291114","False","1199948","82525496","716","853654300","4","350","82525496","119669923","715","False"
"toy.mzn","Spread","toy_21_25.dzn","Chuffed",1200000,21,"Simp","True","2563375","False","1199946","46438142","880","199056940","4","279","46438142","3780256","879","False"
"toy.mzn","Spread","toy_16_16.dzn","Chuffed",1200000,16,"LB-TL","True","736623","False","1199936","95072687","1976","789320722","4","10885","95072687","108836099","1975","False"
