"mzn","dzn","solver","timeout","nJ","nM","nA","mode","case","learning","UTIL","disp","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"Gini","ta63_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","13900","2173","2173","FALSE","1199310","148679","17","272239213","5103","1015","148679","206296","16","FALSE"
"Spread","ta65_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta76_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","39254","1142","-39254","FALSE","24500","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","121","FALSE"
"Spread","ta78_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta59_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","13954","1718","-13954","FALSE","1199474","208524","43","224079243","3823","761","208524","261992","42","FALSE"
"Spread","ta46_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta75_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta63_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta71_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Dcmp","maxeff","TRUE","37191","1174","-37191","FALSE","39990","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","141","FALSE"
"Gini","ta63_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","20609","1262","-20609","FALSE","1199281","133222","46","240054936","5091","1016","133222","248018","45","FALSE"
"Spread","ta52_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta61_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","22254","1419","-22254","FALSE","1199293","105038","47","170974165","5081","1015","105038","209781","46","FALSE"
"Gini","ta63_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","11751","1994","-11751","FALSE","1199298","88292","41","267031956","5091","1013","88292","110107","40","FALSE"
"Gini","ta45_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","10318","0","0","TRUE","15480","7021","7","10140095","3048","604","7021","30605","6","FALSE"
"Gini","ta51_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"Dcmp","maxeff","TRUE","14795","1981","-14795","FALSE","1199509","224693","51","220958376","3852","764","224693","93988","50","FALSE"
"Gini","ta40_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","8665","6","6","FALSE","1199665","311210","18","333172823","2303","454","311210","213558","17","FALSE"
"Gini","ta74_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"Dcmp","maxeff","TRUE","16441","1976","-16441","FALSE","10150","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","22","FALSE"
"Spread","ta49_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta40_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Dcmp","mindis","TRUE","8177","0","0","TRUE","874220","150772","10","149602919","2294","453","150772","100425","9","FALSE"
"Gini","ta44_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","12862","1050","-12862","FALSE","1199564","160536","32","442493498","3056","611","160536","99533","31","FALSE"
"Gini","ta32_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","9930","1246","-9930","FALSE","1199661","187058","42","342567036","2303","459","187058","107491","41","FALSE"
"Spread","ta40_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","9948","625681","-9948","FALSE","1199640","206846","15","287540350","2296","6119","206846","141391","14","FALSE"
"Spread","ta64_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta70_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta31_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta74_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta40_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Dcmp","mindis","TRUE","8716","0","0","TRUE","438220","113805","11","129120617","2295","454","113805","79832","10","FALSE"
"Spread","ta61_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta78_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta53_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","14373","967","967","FALSE","1199472","197248","8","198615644","3846","766","197248","81301","7","FALSE"
"Gini","ta31_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","8805","5","5","FALSE","1199661","258974","21","325937755","2303","454","258974","202706","20","FALSE"
"Spread","ta49_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta71_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta73_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta42_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta41_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta57_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta60_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta53_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"Dcmp","maxeff","TRUE","7919","1997","-7919","FALSE","1199469","241071","17","212738013","3848","760","241071","111839","16","FALSE"
"Gini","ta72_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","12883","1991","-12883","FALSE","20430","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","51","FALSE"
"Spread","ta55_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta38_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Dcmp","mindis","TRUE","7200","0","0","TRUE","122360","42472","12","50940745","2301","454","42472","37561","11","FALSE"
"Gini","ta70_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","19062","110","110","FALSE","1199302","85714","9","237152022","5066","1014","85714","93949","8","FALSE"
"Gini","ta71_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","41091","985","-41091","FALSE","35730","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","156","FALSE"
"Gini","ta79_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","40280","1523","-40280","FALSE","28720","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","117","FALSE"
"Spread","ta69_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta51_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"Dcmp","mindis","TRUE","15109","6","6","FALSE","1199468","165579","28","230670359","3836","765","165579","113177","27","FALSE"
"Spread","ta47_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta54_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Dcmp","maxeff","TRUE","9692","1827","-9692","FALSE","1199492","158025","32","232513557","3852","764","158025","103109","31","FALSE"
"Spread","ta43_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta76_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta37_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"Dcmp","mindis","TRUE","8728","0","0","TRUE","8610","6574","7","5549796","2303","454","6574","21987","6","FALSE"
"Spread","ta47_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta46_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta51_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta45_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta73_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta58_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta36_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","9014","7","7","FALSE","1199664","273976","22","320544808","2311","454","273976","292204","21","FALSE"
"Gini","ta75_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","13256","1941","-13256","FALSE","1198790","82915","37","595504119","10156","2010","82915","167245","36","FALSE"
"Gini","ta54_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","18509","137","137","FALSE","1199506","177386","7","201658353","3825","884","177386","181501","6","FALSE"
"Gini","ta61_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","16723","2179","2179","FALSE","1199338","85455","3","237838758","5079","1014","85455","171766","2","FALSE"
"Spread","ta75_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta68_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta51_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta48_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta40_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"Dcmp","maxeff","TRUE","10003","138851","-10003","FALSE","1199662","217080","26","274201758","2299","456","217080","127080","25","FALSE"
"Spread","ta48_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta74_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","12490","1976","-12490","FALSE","1198802","112867","18","696324073","10158","2012","112867","169730","17","FALSE"
"Gini","ta57_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta77_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta78_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta73_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"Dcmp","maxeff","TRUE","43374","1499","-43374","FALSE","27450","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","145","FALSE"
"Spread","ta53_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta37_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","maxeff","TRUE","9752","1400","-9752","FALSE","1199664","181335","27","282023368","2313","460","181335","167181","26","FALSE"
"Gini","ta47_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","8723","98","98","TRUE","20460","8910","9","15166324","3054","604","8910","29992","8","FALSE"
"Spread","ta55_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta75_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta43_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"Dcmp","mindis","TRUE","8952","261","261","TRUE","72690","19060","16","37526508","3052","604","19060","65689","15","FALSE"
