"mzn","dzn","solver","timeout","nJ","nM","nA","mode","case","learning","UTIL","disp","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"Gini","ta52_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta73_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta74_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta54_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta71_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta58_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta68_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta45_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta69_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta47_2a_alloc2.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","7792","2","2","TRUE","6800","4167","8","7002356","3054","604","4167","34912","7","FALSE"
"Gini","ta74_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","40736","1531","-40736","FALSE","39580","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","107","FALSE"
"Gini","ta52_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Dcmp","maxeff","TRUE","15141","1301","-15141","FALSE","1199496","274152","40","230457444","3846","763","274152","147422","39","FALSE"
"Gini","ta35_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","9722","5","5","FALSE","1199661","272987","20","305725020","2305","457","272987","177469","19","FALSE"
"Spread","ta55_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta55_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","14501","1418","1418","FALSE","1199455","149968","2","217013943","3844","763","149968","82511","1","FALSE"
"Gini","ta56_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","17042","19","19","FALSE","1199479","258154","28","225930705","3817","768","258154","283738","27","FALSE"
"Spread","ta64_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta72_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta33_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","maxeff","TRUE","10049","773","-10049","FALSE","1199645","196622","17","275643352","2311","459","196622","216334","16","FALSE"
"Spread","ta63_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta52_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta36_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta59_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Spread","ta34_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta60_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"Dcmp","mindis","TRUE","13284","796","796","FALSE","1199472","154079","18","211465456","3838","765","154079","92479","17","FALSE"
"Gini","ta72_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"Dcmp","mindis","TRUE","35568","599","599","FALSE","20990","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","20","FALSE"
"Spread","ta72_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta54_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","15007","1532","1532","FALSE","1199498","130465","2","225361129","3850","761","130465","143238","1","FALSE"
"Spread","ta51_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta48_3a_alloc3.dzn","Chuffed",1200000,30,20,3,"Dcmp","maxeff","TRUE","10604","617","-10604","FALSE","1199563","150446","14","361114604","3064","12993","150446","501418","13","FALSE"
"Spread","ta71_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta67_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","16438","674","674","FALSE","1199370","94808","18","210301627","5072","1012","94808","152540","17","FALSE"
"Spread","ta54_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta34_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","11087","822","-11087","FALSE","1199664","220290","32","262233540","2305","460","220290","175780","31","FALSE"
"Spread","ta67_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta57_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"Dcmp","maxeff","TRUE","16104","658","-16104","FALSE","1199478","140799","55","202232805","3834","766","140799","75355","54","FALSE"
"Spread","ta78_8a_alloc3.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta37_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta79_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta31_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","9712","108","-9712","FALSE","1199652","193697","28","291938617","2297","459","193697","125187","27","FALSE"
"Spread","ta66_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta69_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta78_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","35109","1282","1282","FALSE","29170","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","19","FALSE"
"Spread","ta57_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta79_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","35324","856","856","FALSE","25480","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","7","FALSE"
"Gini","ta45_3a_alloc3.dzn","Chuffed",1200000,30,20,3,"Dcmp","mindis","TRUE","11488","68","68","FALSE","1199565","180955","11","336397872","3056","604","180955","126903","10","FALSE"
"Gini","ta72_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Dcmp","mindis","TRUE","35678","1156","1156","FALSE","20530","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","26","FALSE"
"Gini","ta63_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"Dcmp","mindis","TRUE","16782","1563","1563","FALSE","1199307","103989","4","245793973","5103","1015","103989","242898","3","FALSE"
"Spread","ta80_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta66_3a_alloc2.dzn","Chuffed",1200000,50,20,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta71_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","41091","1185","-41091","FALSE","28800","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","137","FALSE"
"Spread","ta70_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta48_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Dcmp","maxeff","TRUE","11160","1265","-11160","FALSE","1199559","151291","16","356628872","3064","603","151291","179813","15","FALSE"
"Spread","ta54_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta51_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","13832","1330","1330","FALSE","1199489","135269","6","224175105","3850","763","135269","147530","5","FALSE"
"Gini","ta49_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","9168","0","0","TRUE","175530","41321","10","82035630","3052","604","41321","47917","9","FALSE"
"Spread","ta35_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta55_3a_alloc3.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta79_8a_alloc3.dzn","Chuffed",1200000,100,20,8,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta75_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"Dcmp","maxeff","TRUE","18554","1997","-18554","FALSE","8480","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","23","FALSE"
"Spread","ta37_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta66_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta46_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","11618","0","0","TRUE","348950","82602","8","166488462","3056","604","82602","43235","7","FALSE"
"Spread","ta58_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Spread","ta39_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"Dcmp","mindis","TRUE","8810","314","314","FALSE","1199668","154442","7","139025509","2297","453","154442","64743","6","FALSE"
"Gini","ta63_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Dcmp","maxeff","TRUE","20809","1993","-20809","FALSE","1199314","149592","42","252925639","5091","1016","149592","205212","41","FALSE"
"Spread","ta41_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta72_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","35403","1146","1146","FALSE","19690","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","8","FALSE"
"Gini","ta71_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Dcmp","mindis","TRUE","33984","633","633","FALSE","34510","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","11","FALSE"
"Spread","ta59_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta64_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Dcmp","mindis","TRUE","16875","2442","2442","FALSE","1199303","121915","4","248857697","5065","1008","121915","95212","3","FALSE"
"Spread","ta62_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"Dcmp","maxeff","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta79_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","35298","1225","1225","FALSE","27490","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","35","FALSE"
"Spread","ta78_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"Dcmp","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","FALSE"
"Gini","ta61_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"Dcmp","mindis","TRUE","20387","109","109","FALSE","1199299","78184","13","250385526","5068","1015","78184","120344","12","FALSE"
"Gini","ta77_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"Dcmp","mindis","TRUE","34833","981","981","FALSE","20290","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","15","FALSE"
"Gini","ta57_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"Dcmp","maxeff","TRUE","11855","2000","-11855","FALSE","1199471","349398","44","281597281","3823","841","349398","735702","43","FALSE"
